timestamp,hour,ambient_temp,solar_irradiance,demand_kw,solar_generation_kw,battery_soc,battery_temp,battery_action,battery_power_kw,grid_import_kw,grid_export_kw,self_consumption_kw,electricity_price,cost_import_brl,revenue_export_brl,net_cost_brl
2024-01-15 00:00:00,0,24.79321650729041,0.0,142.9181227306975,0.0,0.328498252723163,25.0,discharge,85.7508736384185,57.16724909227899,0,85.7508736384185,0.45,25.725262091525547,0.0,25.725262091525547
2024-01-15 01:00:00,1,26.725339799481322,0.0,137.92351097462395,0.0,0.1629900395536143,25.0,discharge,82.75410658477436,55.16940438984959,0,82.75410658477436,0.45,24.826231975432314,0.0,24.826231975432314
2024-01-15 02:00:00,2,24.96017817258867,0.0,152.29772828076472,0.0,0.1,25.0,discharge,91.37863696845882,60.919091312305895,0,91.37863696845882,0.45,27.413591090537654,0.0,27.413591090537654
2024-01-15 03:00:00,3,26.535848287329223,0.0,146.80274175905083,0.0,0.1,25.0,hold,0.0,146.80274175905083,0,0.0,0.45,66.06123379157287,0.0,66.06123379157287
2024-01-15 04:00:00,4,27.930957200287356,0.0,156.0320369113636,0.0,0.1,25.0,hold,0.0,156.0320369113636,0,0.0,0.45,70.21441661011363,0.0,70.21441661011363
2024-01-15 05:00:00,5,28.181318537074876,0.0,147.80821923249854,0.0,0.1,25.0,hold,0.0,147.80821923249854,0,0.0,0.45,66.51369865462435,0.0,66.51369865462435
2024-01-15 06:00:00,6,31.17445687750312,0.0,160.7013302652422,0.0,0.1,25.0,hold,0.0,160.7013302652422,0,0.0,0.45,72.315598619359,0.0,72.315598619359
2024-01-15 07:00:00,7,29.21170377879909,0.03862896005458207,582.4610215954168,6.456291468096538,0.1,25.0,hold,0.0,576.0047301273203,0,6.456291468096538,0.45,259.20212855729415,0.0,259.20212855729415
2024-01-15 08:00:00,8,30.32941330545643,0.1125628854717136,596.8131404198115,18.72776251530852,0.1,25.0,hold,0.0,578.0853779045029,0,18.72776251530852,0.45,260.13842005702634,0.0,260.13842005702634
2024-01-15 09:00:00,9,33.14039196113166,0.1844301113684683,497.6692958859517,30.332212223376953,0.1,25.0,hold,0.0,467.3370836625748,0,30.332212223376953,0.45,210.30168764815866,0.0,210.30168764815866
2024-01-15 10:00:00,10,31.20224284044406,0.10900122177707465,500.9893870789384,18.07049230989346,0.1,25.0,hold,0.0,482.918894769045,0,18.07049230989346,0.45,217.31350264607025,0.0,217.31350264607025
2024-01-15 11:00:00,11,33.10555870768663,0.12512675618748187,526.9529150718269,20.5818774095095,0.1,25.0,hold,0.0,506.37103766231735,0,20.5818774095095,0.45,227.8669669480428,0.0,227.8669669480428
2024-01-15 12:00:00,12,32.83520826693122,0.14764678631676942,500.0201904012787,24.313300215751013,0.1,25.0,hold,0.0,475.70689018552764,0,24.313300215751013,0.45,214.06810058348745,0.0,214.06810058348745
