industrial_demand_kw,on_site_generation_kw,power_from_grid_kw,battery_soc,h2_storage_level,action_battery_kw,action_electrolyzer_kw,action_fuel_cell_kw,total_cost,grid_price,cost_score,resilience_score,sustainability_score,cumulative_cost
5376.386510711806,2449.6735849355346,2940.8576444977807,0.006545540108345449,0.0006047051535411316,5.512033775448799,13.915160298347473,5.2824753522872925,201.18819697181345,273.54941678933443,-201.18819697181345,-40.0,9.112713827604669,201.18819697181345
5209.828614154643,2568.5045334289066,2653.0654846630764,0.011143819312565029,0.0011299958215518432,3.872235119342804,13.445092737674713,5.575923919677734,181.49483602806106,273.54941678933443,-181.49483602806106,-40.0,9.86022659728386,382.6830329998745
5415.987816628381,2535.769744901801,2894.3627905971002,0.017689358536154033,0.0017347010360522705,5.512033030390739,13.915161788463593,5.28247594833374,198.00853693049942,273.54941678933443,-198.00853693049942,-40.0,9.364015691159349,580.6915699303739
5645.594046235912,2495.819782823677,3163.918982133744,0.02423489864449948,0.002339406189593402,5.512033775448799,13.915160298347473,5.2824753522872925,216.44277167645512,273.54941678933443,-216.44277167645512,-40.0,8.841655146946724,797.134341606829
5184.67644987495,2367.548504524173,2831.272664072286,0.03078043875284493,0.0029441113431345335,5.512033775448799,13.915160298347473,5.2824753522872925,193.69397010074726,273.54941678933443,-193.69397010074726,-40.0,9.132868858504281,990.8283117075763
5184.68075633592,2480.2889270115293,2718.2598351216575,0.03709690568502992,0.0035395225002007053,5.319130048155785,13.88048380613327,5.331608057022095,185.9639381738368,273.54941678933443,-185.9639381738368,-40.0,9.567759496013332,1176.792249881413
5660.331106097253,2559.2487169358224,3115.2271078829394,0.043642445793375374,0.004144227653741836,5.512033775448799,13.915160298347473,5.2824753522872925,213.11286322553332,273.54941678933443,-213.11286322553332,-40.0,9.04275269048846,1389.9051131069464
5447.397817347334,2499.995271248371,2961.5472648204723,0.05018798590172082,0.004748932807282969,5.512033775448799,13.915160298347473,5.2824753522872925,202.60310536502973,273.54941678933443,-202.60310536502973,-40.0,9.1786770677445,1592.508218471976
5122.950619045655,2549.161168525356,2585.53086012008,0.05478626687545329,0.005274224301630801,3.8722366094589233,13.445083796977997,5.575910806655884,176.8763217671674,273.54941678933443,-176.8763217671674,-40.0,9.951925591663167,1769.3845402391435
5388.412107879114,2595.716155521433,2804.443945513995,0.05938956397585571,0.0057997432147914715,3.8764607161283493,13.44706416130066,5.575531721115112,191.8472413942149,273.54941678933443,-191.8472413942149,-40.0,9.634438137075266,1961.2317816333584
5124.539318725037,2525.631135657055,2610.6495870053222,0.06398784318007529,0.006325033882802184,3.872235119342804,13.445092737674713,5.575923919677734,178.59412501134236,273.54941678933443,-178.59412501134236,-40.0,9.857007541842496,2139.825906644701
5123.932854089908,2539.1909432792845,2596.483314747963,0.06858612238429487,0.006850324550812895,3.872235119342804,13.445092737674713,5.575923919677734,177.62533113282248,273.54941678933443,-177.62533113282248,-40.0,9.911101552599424,2317.451237777523
