hour,ambient_temp,battery_temp,soc,energy,efficiency
374,32.53556185497374,32.71091747352348,0.9,0.0,0.9123221907251312
375,29.82787711601661,29.976155887176773,0.9,0.0,0.925860614419917
376,31.662620811328505,31.82924701944179,0.9,0.0,0.9166868959433574
377,31.187500285244823,31.34937528809727,0.9,0.0,0.9190624985737759
378,29.54756070901165,29.693036316101765,0.9,0.0,0.9272621964549417
379,26.352678656528973,26.466205443094264,0.9,0.0,0.9432366067173551
380,26.55680055780043,26.672368563378434,0.9,0.0,0.9422159972109978
381,29.71839768890618,29.86558166579524,0.9,0.0,0.926408011555469
382,28.03630591871051,28.166668977897615,0.9,0.0,0.9348184704064474
383,24.8031613386148,24.9031613386148,0.9,0.0,0.95
384,26.33926544838333,26.45265810286716,0.9,0.0,0.9433036727580834
385,24.139545900802027,24.239545900802028,0.9,0.0,0.95
386,26.544571730193837,26.660017447495775,0.9,0.0,0.9422771413490307
387,26.868465683525766,26.987150340361023,0.9,0.0,0.9406576715823711
388,27.97872348989465,28.108510724793597,0.9,0.0,0.9351063825505267
389,28.50319166134353,28.638223577956964,0.9,0.0,0.9324840416932824
390,28.58118839407957,28.717000278020368,0.9,0.0,0.9320940580296021
391,28.45071589284805,28.58522305177653,0.9,0.0,0.9327464205357597
392,30.12188615993127,30.273105021530583,0.9,0.0,0.9243905692003436
393,31.237755401772176,31.4001329557899,0.9,0.0,0.918811222991139
394,31.295937824441936,31.458897202686355,0.9,0.0,0.9185203108777903
395,32.83372102461078,33.01205823485689,0.9,0.0,0.9108313948769461
396,31.883338289389684,32.05217167228358,0.9,0.0,0.9155833085530516
