industrial_demand_kw,on_site_generation_kw,power_from_grid_kw,battery_soc,h2_storage_level,action_battery_kw,action_electrolyzer_kw,action_fuel_cell_kw,total_cost,grid_price,cost_score,resilience_score,sustainability_score,cumulative_cost
5376.386510711806,2449.6735849355346,2933.7553321401924,0.0,0.0,-4.655071347951889,25.82215666770935,80.0,200.66697705920706,273.54941678933443,-200.66697705920706,-240.0,9.112713827604669,200.66697705920706
5209.828614154643,2568.5045334289066,2648.3664870896573,0.0,0.0,-4.655072093009949,25.82215666770935,80.0,181.14998902876815,273.54941678933443,-181.14998902876815,-240.0,9.86022659728386,381.8169660879752
5415.987816628381,2535.769744901801,2887.2604780905003,0.0,0.0,-4.655072093009949,25.82215666770935,80.0,197.48731700695743,273.54941678933443,-197.48731700695743,-240.0,9.364015691159349,579.3042830949325
5645.594046235912,2495.819782823677,3157.1861814563254,0.0,0.0,-3.4110214561223984,27.177032828330994,80.0,215.94866924840133,273.54941678933443,-215.94866924840133,-240.0,8.841655146946724,795.2529523433338
5184.67644987495,2367.548504524173,2824.1703517146975,0.0,0.0,-4.655072093009949,25.82215666770935,80.0,193.17275018814087,273.54941678933443,-193.17275018814087,-240.0,9.132868858504281,988.4257025314747
5184.68075633592,2480.2889270115293,2711.434235688311,0.0,0.0,-4.655072093009949,25.82215666770935,80.0,185.46302549061267,273.54941678933443,-185.46302549061267,-240.0,9.567759496013332,1173.8887280220874
5660.331106097253,2559.2487169358224,3108.145157555727,0.0,0.0,-4.611422494053841,25.896817445755005,80.0,212.59313762846227,273.54941678933443,-212.59313762846227,-240.0,9.04275269048846,1386.4818656505497
5447.397817347334,2499.995271248371,2954.444952462884,0.0,0.0,-4.655071347951889,25.82215666770935,80.0,202.0818854524233,273.54941678933443,-202.0818854524233,-240.0,9.1786770677445,1588.5637511029731
5122.950619045655,2549.161168525356,2580.8318568842196,0.0,0.0,-4.655072093009949,25.82215666770935,80.0,176.53147435232293,273.54941678933443,-176.53147435232293,-240.0,9.951925591663167,1765.095225455296
5388.412107879114,2595.716155521433,2799.738358721602,0.0,0.0,-4.655072093009949,25.82215666770935,80.0,191.50191082957525,273.54941678933443,-191.50191082957525,-240.0,9.634438137075266,1956.5971362848713
5124.539318725037,2525.631135657055,2605.950589431903,0.0,0.0,-4.655072093009949,25.82215666770935,80.0,178.24927801204944,273.54941678933443,-178.24927801204944,-240.0,9.857007541842496,2134.8464142969206
5123.932854089908,2539.1909432792845,2591.784317174544,0.0,0.0,-4.655072093009949,25.82215666770935,80.0,177.28048413352957,273.54941678933443,-177.28048413352957,-240.0,9.911101552599424,2312.12689843045
5309.563869348132,2482.526243563693,2834.0800321483603,0.0,0.0,-4.655072093009949,25.82215666770935,80.0,193.85044701394014,273.54941678933443,-193.85044701394014,-240.0,9.351149377428916,2505.9773454443903
4744.23341174227,2618.578930365642,2132.2948209516585,0.0,0.0,-5.389807745814323,24.347911775112152,80.0,145.85520287143626,273.54941678933443,-145.85520287143626,-240.0,11.038997043798469,2651.8325483158264
4793.641776625549,2595.498132134259,2205.177311730566,0.0,0.0,-4.680217429995537,25.7901132106781,80.0,150.84141022143857,273.54941678933443,-150.84141022143857,-240.0,10.828919861263984,2802.673958537265
5098.605286034611,2598.704772260357,2506.9429201381745,0.0,0.0,-4.655072093009949,25.82215666770935,80.0,171.47840546380675,273.54941678933443,-171.47840546380675,-240.0,10.19378683569943,2974.152364001072
4980.42553939036,2627.2196922770004,2360.2482534772807,0.0,0.0,-4.655072093009949,25.82215666770935,80.0,161.44634533600845,273.54941678933443,-161.44634533600845,-240.0,10.550181591907066,3135.5987093370804
5328.524587839027,2476.905937366296,2858.661056836652,0.0,0.0,-4.655072093009949,25.82215666770935,80.0,195.53147825583173,273.54941678933443,-195.53147825583173,-240.0,9.296779611448882,3331.130187592912
5007.916930339897,2356.1583577825254,2658.800978921292,0.0,0.0,-4.655072093009949,25.82215666770935,80.0,181.86357631752733,273.54941678933443,-181.86357631752733,-240.0,9.409734189111674,3512.9937639104396
4875.641963844581,2374.2484259341995,2508.4359442743025,0.0,0.0,-4.655072093009949,25.82215666770935,80.0,171.58050943422933,273.54941678933443,-171.58050943422933,-240.0,9.7392238541734,3684.574273344669
5630.542711547376,2398.109233055556,3239.850954398105,0.0,0.0,-3.3697299659252167,27.1974116563797,80.0,221.60192214452394,273.54941678933443,-221.60192214452394,-240.0,8.518217002909518,3906.176195489193
5186.873796658916,2329.292572090399,2864.6236309324377,0.0,0.0,-4.655071720480919,25.82215666770935,80.0,195.93924292244807,273.54941678933443,-195.93924292244807,-240.0,8.981489287789476,4102.115438411641
5263.808976287173,2314.802014884976,2956.050181369519,0.0,0.0,-4.653351381421089,25.82513988018036,80.0,202.19166687824617,273.54941678933443,-202.19166687824617,-240.0,8.795159646989019,4304.307105289887
4872.377715724992,2361.1647912482613,2518.255330840652,0.0,0.0,-4.655072093009949,25.82215666770935,80.0,172.25203130134278,273.54941678933443,-172.25203130134278,-240.0,9.692043306198926,4476.55913659123
5103.301802258249,2264.327817908456,2846.016390713714,0.0,0.0,-4.655071347951889,25.82215666770935,80.0,194.66674299497535,273.54941678933443,-194.66674299497535,-240.0,8.873971815292109,4671.225879586205
5275.19153178026,3282.9481222218665,2000.2327397417698,0.0,0.0,-3.1669791787862778,29.29421067237854,80.0,136.8305715007403,273.54941678933443,-136.8305715007403,-240.0,12.446744738816882,4808.056451086945
4944.184863688449,4343.907310137218,607.0216779529301,0.0,0.0,-0.11920167598873377,24.728456139564514,80.0,41.54632711763529,273.54941678933443,-41.54632711763529,-240.0,47.571783539244876,4849.60277820458
5344.643397687087,5440.107732283161,0.0,0.0014141293417196722,0.0,1.190845761448145,22.65031337738037,80.0,0.036841019776395784,273.54941678933443,-0.036841019776395784,-240.0,50.0,4849.6396192243565
5088.54559249548,6640.7444932232065,0.0,0.005315697350306436,0.0,3.2855309545993805,19.831958413124084,80.0,0.043471234427257026,273.54941678933443,-0.043471234427257026,-240.0,50.0,4849.683090458784
5169.583333288658,7682.621001099318,0.0,0.009911556303268298,0.0,3.8701970130205154,17.937330901622772,80.0,0.04381098174913363,273.54941678933443,-0.04381098174913363,-240.0,50.0,4849.726901440533
5088.265471347168,8604.977680295024,0.0,0.015000483830226586,0.0,4.2854126542806625,18.096590042114258,80.0,0.04610423151065003,273.54941678933443,-0.04610423151065003,-240.0,50.0,4849.773005672044
5731.957463155404,9699.060229745013,0.0,0.020089411357184873,0.0,4.2854126542806625,18.09658706188202,80.0,0.04610422744669698,273.54941678933443,-0.04610422744669698,-240.0,50.0,4849.81910989949
5242.555617210308,10581.694828779155,0.0,0.024579412740422413,0.0,3.7810537964105606,16.11548513174057,80.0,0.04088093052533541,273.54941678933443,-0.04088093052533541,-240.0,50.0,4849.859990830016
4968.653350156781,11433.86403685189,0.0,0.03005442497669719,0.0,4.610536620020866,14.98069018125534,80.0,0.043480896983634346,273.54941678933443,-0.043480896983634346,1760.0,50.0,4849.903471727
5461.853482875226,12407.758774115804,0.0,0.03619107312406413,0.0,5.167703703045845,14.694897830486298,80.0,0.04587701555680145,273.54941678933443,-0.04587701555680145,1760.0,50.0,4849.949348742556
4925.862854364432,13215.823306426537,0.0,0.04232790839741938,0.0,5.16786128282547,14.694786071777344,80.0,0.0458776510574601,273.54941678933443,-0.0458776510574601,1760.0,50.0,4849.995226393614
5300.88192760576,14116.137142439347,0.0,0.04846474367077462,0.0,5.16786128282547,14.694786071777344,80.0,0.0458776510574601,273.54941678933443,-0.0458776510574601,1760.0,50.0,4850.041104044672
4732.065123741535,14917.969407426599,0.0,0.05460157894412987,0.0,5.16786128282547,14.694786071777344,80.0,0.0458776510574601,273.54941678933443,-0.0458776510574601,1960.0,50.0,4850.086981695729
4897.706427860529,15631.484456684397,0.0,0.06073841421748512,0.0,5.16786128282547,14.694786071777344,80.0,0.0458776510574601,273.54941678933443,-0.0458776510574601,1960.0,50.0,4850.132859346787
5297.733651190732,16268.521654209108,0.0,0.06687524949084037,0.0,5.16786128282547,14.694786071777344,80.0,0.0458776510574601,273.54941678933443,-0.0458776510574601,-40.0,50.0,4850.178736997845
5439.799332770342,16978.314877386423,0.0,0.0730120847641956,0.0,5.16786128282547,14.694786071777344,80.0,0.0458776510574601,273.54941678933443,-0.0458776510574601,-40.0,50.0,4850.224614648902
5291.046726807047,17536.24821929152,0.0,0.07914892003755085,0.0,5.16786128282547,14.694786071777344,80.0,0.0458776510574601,273.54941678933443,-0.0458776510574601,1960.0,50.0,4850.27049229996
5215.760904442878,18047.890156451034,0.0,0.0852857553109061,0.0,5.16786128282547,14.694786071777344,80.0,0.0458776510574601,273.54941678933443,-0.0458776510574601,1960.0,50.0,4850.316369951018
5167.115059336719,18342.239938757983,0.0,0.09142259058426135,0.0,5.16786128282547,14.694786071777344,80.0,0.0458776510574601,273.54941678933443,-0.0458776510574601,1960.0,50.0,4850.3622476020755
4858.272588770261,18746.637340326328,0.0,0.0975594258576166,0.0,5.16786128282547,14.694786071777344,80.0,0.0458776510574601,273.54941678933443,-0.0458776510574601,1960.0,50.0,4850.408125253133
